# 2theta(deg)  intensity
4.377307969627020623e-01 2.846139892578125000e+03
4.411639796839781913e-01 2.858603027343750000e+03
4.445971624052542648e-01 2.876692382812500000e+03
4.480303451265304493e-01 2.899270507812500000e+03
4.514635278478065228e-01 2.918825439453125000e+03
4.548967105690825408e-01 2.934706054687500000e+03
4.583298932903586143e-01 2.951867919921875000e+03
4.617630760116347433e-01 2.965731933593750000e+03
4.651962587329108167e-01 2.981061279296875000e+03
4.686294414541870013e-01 3.001742187500000000e+03
4.720626241754630192e-01 3.021721435546875000e+03
4.754958068967390927e-01 3.044467285156250000e+03
4.789289896180152772e-01 3.067201416015625000e+03
4.823621723392912952e-01 3.088124023437500000e+03
4.857953550605674797e-01 3.107899658203125000e+03
4.892285377818434977e-01 3.127387695312500000e+03
4.926617205031195712e-01 3.149799804687500000e+03
4.960949032243957557e-01 3.167538085937500000e+03
4.995280859456717737e-01 3.183122070312500000e+03
5.029612686669477917e-01 3.195406005859375000e+03
5.063944513882240317e-01 3.202118408203125000e+03
5.098276341095000497e-01 3.206277343750000000e+03
5.132608168307761787e-01 3.207579101562500000e+03
5.166939995520523077e-01 3.200072265625000000e+03
5.201271822733283257e-01 3.197161376953125000e+03
5.235603649946044547e-01 3.186681884765625000e+03
5.269935477158805837e-01 3.176339355468750000e+03
5.304267304371567127e-01 3.167670410156250000e+03
5.338599131584327306e-01 3.165286132812500000e+03
5.372930958797088596e-01 3.162368408203125000e+03
5.407262786009849886e-01 3.151300781250000000e+03
5.441594613222610066e-01 3.137144531250000000e+03
5.475926440435370246e-01 3.126342529296875000e+03
5.510258267648132646e-01 3.117586425781250000e+03
5.544590094860892826e-01 3.109560302734375000e+03
5.578921922073654116e-01 3.106671875000000000e+03
5.613253749286415406e-01 3.099528564453125000e+03
5.647585576499175586e-01 3.092364990234375000e+03
5.681917403711936876e-01 3.090428955078125000e+03
5.716249230924698166e-01 3.091173583984375000e+03
5.750581058137459456e-01 3.090005126953125000e+03
5.784912885350219636e-01 3.089736083984375000e+03
5.819244712562980926e-01 3.091193603515625000e+03
5.853576539775742216e-01 3.098780273437500000e+03
5.887908366988502396e-01 3.102658691406250000e+03
5.922240194201263686e-01 3.102753906250000000e+03
5.956572021414024976e-01 3.102119628906250000e+03
5.990903848626785155e-01 3.109636474609375000e+03
6.025235675839546445e-01 3.115625244140625000e+03
6.059567503052307735e-01 3.111134521484375000e+03
6.093899330265067915e-01 3.110788574218750000e+03
6.128231157477829205e-01 3.115220947265625000e+03
6.162562984690590495e-01 3.123730468750000000e+03
6.196894811903351785e-01 3.123648437500000000e+03
6.231226639116111965e-01 3.119647949218750000e+03
6.265558466328873255e-01 3.121593261718750000e+03
6.299890293541634545e-01 3.128223144531250000e+03
6.334222120754394725e-01 3.127202880859375000e+03
6.368553947967156015e-01 3.130930664062500000e+03
6.402885775179917305e-01 3.136075927734375000e+03
6.437217602392677485e-01 3.138126464843750000e+03
6.471549429605438775e-01 3.135423095703125000e+03
6.505881256818200065e-01 3.134121582031250000e+03
6.540213084030960244e-01 3.140665527343750000e+03
6.574544911243721534e-01 3.141109619140625000e+03
6.608876738456482824e-01 3.144080566406250000e+03
6.643208565669244114e-01 3.145665283203125000e+03
6.677540392882004294e-01 3.146427734375000000e+03
6.711872220094765584e-01 3.144813720703125000e+03
6.746204047307526874e-01 3.145362304687500000e+03
6.780535874520287054e-01 3.149659179687500000e+03
6.814867701733048344e-01 3.152317138671875000e+03
6.849199528945809634e-01 3.154182617187500000e+03
6.883531356158569814e-01 3.159054931640625000e+03
6.917863183371331104e-01 3.162482910156250000e+03
6.952195010584092394e-01 3.163183105468750000e+03
6.986526837796853684e-01 3.160441406250000000e+03
7.020858665009613864e-01 3.156643066406250000e+03
7.055190492222375154e-01 3.158574462890625000e+03
7.089522319435136444e-01 3.161305419921875000e+03
7.123854146647896624e-01 3.163636718750000000e+03
7.158185973860657914e-01 3.164024658203125000e+03
7.192517801073419204e-01 3.166933837890625000e+03
7.226849628286179383e-01 3.170973876953125000e+03
7.261181455498940673e-01 3.173624511718750000e+03
7.295513282711701963e-01 3.175968750000000000e+03
7.329845109924462143e-01 3.179049072265625000e+03
7.364176937137223433e-01 3.182753173828125000e+03
7.398508764349984723e-01 3.188022460937500000e+03
7.432840591562746013e-01 3.189983154296875000e+03
7.467172418775506193e-01 3.195535644531250000e+03
7.501504245988267483e-01 3.194103027343750000e+03
7.535836073201028773e-01 3.190021240234375000e+03
7.570167900413788953e-01 3.189273193359375000e+03
7.604499727626549133e-01 3.191010009765625000e+03
7.638831554839311533e-01 3.190872070312500000e+03
7.673163382052071713e-01 3.190729248046875000e+03
7.707495209264833003e-01 3.190704101562500000e+03
